jobs,lock,runtime_ns
1,backoff-16-64,1436833
1,backoff-16-64,1482783
1,backoff-16-64,1436864
1,backoff-16-64,1490249
1,backoff-16-64,1459830
1,backoff-16-64,1456429
1,backoff-16-64,1468278
1,backoff-16-64,1437751
1,backoff-16-64,1481736
1,backoff-16-64,1445437
1,backoff-16-64,1451357
1,backoff-16-64,1433746
1,backoff-16-64,1492205
1,backoff-16-64,1476770
1,backoff-16-64,1477400
1,backoff-16-64,1480124
1,backoff-16-64,1475829
1,backoff-16-64,1476587
1,backoff-16-64,1481255
1,backoff-16-64,1574275
1,backoff-16-64,1589936
1,backoff-16-64,1588335
1,backoff-16-64,1589247
1,backoff-16-64,1596200
1,backoff-16-64,1613397
1,backoff-16-64,1719018
1,backoff-16-64,1713825
2,backoff-16-64,17536259
2,backoff-16-64,21048883
2,backoff-16-64,22218979
2,backoff-16-64,22276896
2,backoff-16-64,21053562
2,backoff-16-64,14646355
2,backoff-16-64,14050002
2,backoff-16-64,15652019
2,backoff-16-64,14071656
2,backoff-16-64,15084120
2,backoff-16-64,15197190
2,backoff-16-64,16947338
2,backoff-16-64,15921179
2,backoff-16-64,15787260
2,backoff-16-64,14591346
2,backoff-16-64,15075111
2,backoff-16-64,12129023
2,backoff-16-64,12079757
2,backoff-16-64,11970199
2,backoff-16-64,13833192
2,backoff-16-64,11923759
2,backoff-16-64,13863412
2,backoff-16-64,12114168
